File Name,File Definition,Number of 16S Extracted,Reason for No Extraction,Number of Keep Sequences,Number of Outlier Sequences,Number of different sequences saved
GCF_902160845.1_25426_7_218_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071479, whole genome shotgun sequence",1,,1,0,1
GCF_902160885.1_25426_7_226_genomic.gbff.gz,"Klebsiella oxytoca strain 4928STDY7071488, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902160925.1_25426_7_228_genomic.gbff.gz,"Klebsiella oxytoca strain 4928STDY7071490, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902161015.1_25426_7_257_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071521, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902161025.1_25426_7_255_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071519, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902161065.1_25426_7_242_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071506, whole genome shotgun sequence",1,,1,0,1
GCF_902161135.1_25426_7_256_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071520, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902161195.1_25426_7_243_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071507, whole genome shotgun sequence",1,,1,0,1
GCF_902161205.1_25426_7_241_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071505, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902161235.1_25426_7_258_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071522, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902161245.1_25426_7_260_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071524, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902161285.1_25426_7_259_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071523, whole genome shotgun sequence",1,,1,0,1
GCF_902161405.1_25426_7_277_genomic.gbff.gz,"Klebsiella oxytoca strain 4928STDY7071547, whole genome shotgun sequence",1,,1,0,1
GCF_902161425.1_25426_7_286_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071557, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902161625.1_25426_7_294_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071567, whole genome shotgun sequence",1,,1,0,1
GCF_902161885.1_25426_7_333_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071614, whole genome shotgun sequence",1,,1,0,1
GCF_902161925.1_25426_7_329_genomic.gbff.gz,"Klebsiella oxytoca strain 4928STDY7071610, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902161955.1_25426_7_332_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071613, whole genome shotgun sequence",1,,1,0,1
GCF_902162205.1_25426_7_380_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071669, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902162255.1_25426_7_381_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071670, whole genome shotgun sequence",1,,1,0,1
GCF_902162325.1_25426_7_370_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071657, whole genome shotgun sequence",1,,1,0,1
GCF_902162365.1_25426_7_382_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071671, whole genome shotgun sequence",1,,1,0,1
GCF_902162375.1_25426_7_379_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071668, whole genome shotgun sequence",1,,1,0,1
GCF_902162385.1_25964_2_5_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071118, whole genome shotgun sequence",1,,1,0,1
GCF_902162395.1_25964_2_15_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071132, whole genome shotgun sequence",1,,1,0,1
GCF_902162405.1_25964_2_7_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071120, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902162445.1_25964_2_8_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071121, whole genome shotgun sequence",1,,1,0,1
GCF_902162465.1_25964_2_12_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071129, whole genome shotgun sequence",1,,1,0,1
GCF_902162475.1_25964_2_6_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071119, whole genome shotgun sequence",1,,1,0,1
GCF_902162505.1_25964_2_14_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071131, whole genome shotgun sequence",1,,1,0,1
GCF_902162525.1_25964_2_13_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071130, whole genome shotgun sequence",1,,1,0,1
GCF_902162565.1_25964_2_23_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071144, whole genome shotgun sequence",1,,1,0,1
GCF_902162595.1_25964_2_26_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071147, whole genome shotgun sequence",1,,1,0,1
GCF_902162635.1_25964_2_32_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071157, whole genome shotgun sequence",1,,1,0,1
GCF_902162645.1_25964_2_41_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071170, whole genome shotgun sequence",1,,1,0,1
GCF_902162685.1_25964_2_33_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071158, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902162695.1_25964_2_29_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071153, whole genome shotgun sequence",1,,1,0,1
GCF_902162705.1_25964_2_34_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071159, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902162725.1_25964_2_43_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071172, whole genome shotgun sequence",1,,1,0,1
GCF_902162735.1_25964_2_47_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071176, whole genome shotgun sequence",1,,1,0,1
GCF_902162745.1_25964_2_48_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071177, whole genome shotgun sequence",1,,1,0,1
GCF_902162765.1_25964_2_46_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071175, whole genome shotgun sequence",1,,1,0,1
GCF_902162775.1_25964_2_49_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071178, whole genome shotgun sequence",1,,1,0,1
GCF_902162835.1_25964_2_58_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071192, whole genome shotgun sequence",1,,1,0,1
GCF_902162845.1_25964_2_52_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071182, whole genome shotgun sequence",1,,1,0,1
GCF_902162875.1_25964_2_51_genomic.gbff.gz,"Klebsiella oxytoca strain 4928STDY7071180, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902162905.1_25964_2_59_genomic.gbff.gz,"Klebsiella oxytoca strain 4928STDY7071193, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902162915.1_25964_2_53_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071184, whole genome shotgun sequence",1,,1,0,1
GCF_902163185.1_25964_2_102_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071683, whole genome shotgun sequence",1,,1,0,1
GCF_902163205.1_25964_2_97_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071678, whole genome shotgun sequence",1,,1,0,1
GCF_902163215.1_25964_2_96_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071677, whole genome shotgun sequence",1,,1,0,1
GCF_902163225.1_25964_2_98_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071679, whole genome shotgun sequence",1,,1,0,1
GCF_902163235.1_25964_2_101_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071682, whole genome shotgun sequence",1,,1,0,1
GCF_902163375.1_25964_2_120_genomic.gbff.gz,"Klebsiella oxytoca strain 4928STDY7071701, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902163385.1_25964_2_125_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071706, whole genome shotgun sequence",1,,1,0,1
GCF_902163395.1_25964_2_128_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071709, whole genome shotgun sequence",1,,1,0,1
GCF_902163545.1_25964_2_133_genomic.gbff.gz,"Klebsiella oxytoca strain 4928STDY7071714, whole genome shotgun sequence",1,,1,0,1
GCF_902164055.1_25964_2_199_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387683, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902164065.1_25964_2_198_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387682, whole genome shotgun sequence",1,,1,0,1
GCF_902164135.1_25964_2_207_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387691, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902164155.1_25964_2_200_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387684, whole genome shotgun sequence",1,,1,0,1
GCF_902164185.1_25964_2_206_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387690, whole genome shotgun sequence",1,,1,0,1
GCF_902164205.1_25964_2_201_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387685, whole genome shotgun sequence",1,,1,0,1
GCF_902164285.1_25964_2_210_genomic.gbff.gz,"Klebsiella oxytoca strain 4928STDY7387694, whole genome shotgun sequence",1,,1,0,1
GCF_902164365.1_25964_2_229_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7387714, whole genome shotgun sequence",1,,1,0,1
GCF_902164595.1_25964_2_255_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7387741, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902164605.1_25964_2_256_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7387742, whole genome shotgun sequence",1,,1,0,1
GCF_902164635.1_25426_7_81_genomic.gbff.gz,Klebsiella michiganensis strain 4928STDY7071292 chromosome 1,1,,1,0,1
GCF_902164675.1_25426_7_101_genomic.gbff.gz,Klebsiella grimontii strain 4928STDY7071328 chromosome 1,1,,1,0,1
GCF_902164825.1_25964_2_259_genomic.gbff.gz,"Klebsiella oxytoca strain 4928STDY7387745, whole genome shotgun sequence",1,,1,0,1
GCF_902164835.1_25964_2_271_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7387757, whole genome shotgun sequence",1,,1,0,1
GCF_902164895.1_25964_2_268_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387754, whole genome shotgun sequence",1,,1,0,1
GCF_902164905.1_25964_2_261_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7387747, whole genome shotgun sequence",1,,1,0,1
GCF_902164935.1_25964_2_270_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7387756, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902164965.1_25964_2_267_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7387753, whole genome shotgun sequence",1,,1,0,1
GCF_902164975.1_25964_2_262_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387748, whole genome shotgun sequence",1,,1,0,1
GCF_902164985.1_25964_2_269_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387755, whole genome shotgun sequence",1,,1,0,1
GCF_902165095.1_25964_2_292_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7387779, whole genome shotgun sequence",1,,1,0,1
GCF_902165435.1_25964_2_341_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387828, whole genome shotgun sequence",1,,1,0,1
GCF_902165535.1_25964_2_347_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387834, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902165565.1_25964_2_342_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387829, whole genome shotgun sequence",1,,1,0,1
GCF_902165685.1_25964_2_363_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387850, whole genome shotgun sequence",1,,1,0,1
GCF_902165695.1_25964_2_355_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387842, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902166115.1_26009_2_29_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7387924, whole genome shotgun sequence",1,,1,0,1
GCF_902166145.1_26009_2_47_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387956, whole genome shotgun sequence",1,,1,0,1
GCF_902166185.1_26009_2_38_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7387942, whole genome shotgun sequence",1,,1,0,1
GCF_902166275.1_26045_1_284_genomic.gbff.gz,"Klebsiella grimontii strain 4928STDY7071105, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902166285.1_26045_1_281_genomic.gbff.gz,"Klebsiella oxytoca strain 4928STDY7071102, whole genome shotgun sequence",1,,1,0,1
GCF_902166295.1_26045_1_282_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071103, whole genome shotgun sequence",1,,1,0,1
GCF_902166305.1_26045_1_283_genomic.gbff.gz,"Klebsiella michiganensis strain 4928STDY7071104, whole genome shotgun sequence",1,,1,0,1
GCF_902166415.1_25964_2_54_genomic.gbff.gz,Klebsiella michiganensis strain 4928STDY7071186 chromosome 1,1,,1,0,1
GCF_902166425.1_25964_2_42_genomic.gbff.gz,Klebsiella michiganensis strain 4928STDY7071171 chromosome 1,1,,1,0,1
GCF_902166465.1_25964_2_27_genomic.gbff.gz,Klebsiella oxytoca strain 4928STDY7071151 chromosome 1,0,No matching 16S rRNA product criteria,0,0
GCF_902166545.1_25964_2_55_genomic.gbff.gz,Klebsiella grimontii strain 4928STDY7071187 chromosome 1,1,,1,0,1
GCF_902166555.1_25964_2_221_genomic.gbff.gz,Klebsiella michiganensis strain 4928STDY7387706 chromosome 1,0,No matching 16S rRNA product criteria,0,0
GCF_902166585.1_25964_2_273_genomic.gbff.gz,Klebsiella michiganensis strain 4928STDY7387759 chromosome 1,1,,1,0,1
GCF_902166625.1_25964_2_252_genomic.gbff.gz,Klebsiella michiganensis strain 4928STDY7387738 chromosome 1,1,,1,0,1
GCF_902166675.1_25964_2_276_genomic.gbff.gz,Klebsiella grimontii strain 4928STDY7387762 chromosome 1,1,,1,0,1
GCF_902166735.1_25964_2_277_genomic.gbff.gz,Klebsiella grimontii strain 4928STDY7387763 chromosome 1,1,,1,0,1
GCF_902166795.1_25964_2_253_genomic.gbff.gz,Klebsiella michiganensis strain 4928STDY7387739 chromosome 1,1,,1,0,1
GCF_902363365.1_MGYG-HGUT-00107_genomic.gbff.gz,"Klebsiella oxytoca isolate MGYG-HGUT-00107, whole genome shotgun sequence",1,,1,0,1
GCF_902386125.1_UHGG_MGYG-HGUT-02351_genomic.gbff.gz,"Klebsiella michiganensis isolate MGYG-HGUT-02351, whole genome shotgun sequence",8,,6,2,3
GCF_902705645.1_21863_KR315_genomic.gbff.gz,"Klebsiella oxytoca isolate KR315, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902705735.1_21865_KR359_genomic.gbff.gz,"Klebsiella oxytoca isolate KR359, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902705745.1_21871_KR401_genomic.gbff.gz,"Klebsiella oxytoca isolate KR401, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_902754085.1_SFB9_genomic.gbff.gz,"Klebsiella michiganensis isolate SFB9, whole genome shotgun sequence",1,,1,0,1
GCF_902807095.1_PBIO727_genomic.gbff.gz,"Klebsiella michiganensis strain PBIO727, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_904863345.1_MSB1_10D_genomic.gbff.gz,"Klebsiella oxytoca strain MSB1_10D isolate MSB1_10D chromosome 1, complete sequence",8,,8,0,1
GCF_905232115.1_AI2699v1_genomic.gbff.gz,"Klebsiella oxytoca isolate 325, whole genome shotgun sequence",8,,8,0,1
GCF_905232115.2_AI2699v1_cp_genomic.gbff.gz,"Klebsiella oxytoca isolate 325 chromosome main, complete sequence",8,,8,0,1
GCF_905322525.1_AI2623v1_genomic.gbff.gz,"Klebsiella oxytoca isolate 145, whole genome shotgun sequence",8,,8,0,1
GCF_905322525.2_AI2623v1_cpp_genomic.gbff.gz,"Klebsiella oxytoca isolate 145 chromosome main, complete sequence",8,,8,0,1
GCF_905329555.1_AI2744v1_genomic.gbff.gz,"Klebsiella oxytoca isolate 2, whole genome shotgun sequence",8,,8,0,1
GCF_905329555.2_AI2744v1_cpp_genomic.gbff.gz,"Klebsiella oxytoca isolate 2 chromosome main, complete sequence",8,,8,0,1
GCF_905330835.1_AI2945v1_genomic.gbff.gz,"Klebsiella oxytoca isolate 101, whole genome shotgun sequence",8,,8,0,1
GCF_905330835.2_AI2945v1_cpp_genomic.gbff.gz,"Klebsiella oxytoca isolate 101 chromosome main, complete sequence",8,,8,0,1
GCF_905330865.1_AI2946v1_genomic.gbff.gz,"Klebsiella oxytoca isolate 101, whole genome shotgun sequence",8,,8,0,1
GCF_905330865.2_AI2946v1_cpp_genomic.gbff.gz,"Klebsiella oxytoca isolate 101 chromosome main, complete sequence",8,,8,0,1
GCF_905331245.1_AI2991v1_genomic.gbff.gz,"Klebsiella oxytoca isolate 36, whole genome shotgun sequence",8,,4,4,1
GCF_905331245.2_AI2991v1_cpp_genomic.gbff.gz,"Klebsiella oxytoca isolate 36 plasmid P1, complete sequence",8,,4,4,1
GCF_905331355.1_AI3012v1_genomic.gbff.gz,"Klebsiella oxytoca isolate 2, whole genome shotgun sequence",8,,8,0,1
GCF_905331355.2_AI3012v1_cpp_genomic.gbff.gz,"Klebsiella oxytoca isolate 2 plasmid P1, complete sequence",8,,8,0,1
GCF_905333885.1_AI2918v1_genomic.gbff.gz,"Klebsiella oxytoca isolate 36, whole genome shotgun sequence",8,,4,4,1
GCF_905333885.2_AI2918v1_cp_genomic.gbff.gz,"Klebsiella oxytoca isolate 36 chromosome main, complete sequence",8,,4,4,1
GCF_905338025.1_AN2363v1_genomic.gbff.gz,"Klebsiella oxytoca isolate 328, whole genome shotgun sequence",8,,8,0,1
GCF_905338025.2_AN2363v1_cp_genomic.gbff.gz,"Klebsiella oxytoca isolate 328 chromosome main, complete sequence",8,,8,0,1
GCF_922826575.1_ARGID_31680_genomic.gbff.gz,"Klebsiella michiganensis strain ARGID_31680, whole genome shotgun sequence",8,,6,2,1
GCF_922831305.1_ARGID_32776_genomic.gbff.gz,"Klebsiella michiganensis strain ARGID_32776, whole genome shotgun sequence",8,,8,0,2
GCF_922832385.1_ARGID_29498_genomic.gbff.gz,"Klebsiella oxytoca strain ARGID_29498, whole genome shotgun sequence",8,,7,1,1
GCF_922832405.1_ARGID_32545_genomic.gbff.gz,"Klebsiella oxytoca strain ARGID_32545, whole genome shotgun sequence",8,,7,1,1
GCF_922832915.1_ARGID_31165_genomic.gbff.gz,"Klebsiella michiganensis strain ARGID_31165, whole genome shotgun sequence",8,,8,0,1
GCF_929608445.1_cpe088_genomic.gbff.gz,"Klebsiella oxytoca strain cpe088, whole genome shotgun sequence",1,,1,0,1
GCF_963887275.1_ena-yuan-GCF_010592905.1_genomic.gbff.gz,"Klebsiella michiganensis isolate ena-yuan-GCF_010592905.1 NZ_VLMM01000001.1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_963887975.1_ena-yuan-GCF_010590585.1_genomic.gbff.gz,"Klebsiella oxytoca isolate ena-yuan-GCF_010590585.1 NZ_VKTJ01000001.1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_964188435.1_kreshist0060_genomic.gbff.gz,"Klebsiella michiganensis isolate kreshist0060 1_kreshist0060, whole genome shotgun sequence",8,,8,0,1
GCF_964188445.1_kreshist0062_genomic.gbff.gz,"Klebsiella oxytoca isolate kreshist0062 1_kreshist0062, whole genome shotgun sequence",8,,7,1,1
GCF_964188455.1_kreshist0081_genomic.gbff.gz,"Klebsiella michiganensis isolate kreshist0081 1_kreshist0081, whole genome shotgun sequence",8,,8,0,1
GCF_964188465.1_kreshist0061_genomic.gbff.gz,"Klebsiella oxytoca isolate kreshist0061 1_kreshist0061, whole genome shotgun sequence",8,,6,2,2
GCF_964188475.1_kreshist0068_genomic.gbff.gz,"Klebsiella oxytoca isolate kreshist0068 1_kreshist0068, whole genome shotgun sequence",8,,8,0,1
GCF_964188485.1_kreshist0073_genomic.gbff.gz,"Klebsiella michiganensis isolate kreshist0073 1_kreshist0073, whole genome shotgun sequence",8,,8,0,1
GCF_964188495.1_kreshist0054_genomic.gbff.gz,"Klebsiella michiganensis isolate kreshist0054 1_kreshist0054, whole genome shotgun sequence",8,,8,0,1
GCF_964188505.1_kreshist0053_NY_genomic.gbff.gz,"Klebsiella michiganensis isolate kreshist0053 1_kreshist0053_NY, whole genome shotgun sequence",8,,8,0,1
GCF_964207135.1_FFZB_125.1_genomic.gbff.gz,"Klebsiella oxytoca strain FFZB-125 isolate FFZB_125 FFZB_125.1:1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_964207175.1_FFMG_1326-6-21.2_genomic.gbff.gz,"Klebsiella michiganensis strain FFMG-1326-6-21 isolate FFMG_1326-6-21 FFMG_1326-6-21.2:1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_964207205.1_FFDD_1141.1_genomic.gbff.gz,"Klebsiella oxytoca strain FFDD-1141 isolate FFDD_1141 FFDD_1141.1:1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
